scene_id,image_name,circle_x,circle_y,circle_radiuos
A&W3,DSC_0856,3077,710,75
A&W3,DSC_0857,3263,739,75
A&W3,DSC_0858,3441,770,75
A&W3,DSC_0859,3596,803,75
A&W3,DSC_0860,3764,836,76
A&W3,DSC_0861,3955,867,77
A&W3,DSC_0862,4192,910,78
blue_ceiling,DSC_8710,396,2210,54
blue_ceiling,DSC_8711,603,2218,53
blue_ceiling,DSC_8712,674,2223,52
blue_ceiling,DSC_8713,951,2261,52
blue_ceiling,DSC_8714,1300,2285,52
blue_ceiling,DSC_8715,1679,2319,51
blue_ceiling,DSC_8716,2065,2376,51
blue_ceiling,DSC_8720,104,1734,50
blue_ceiling,DSC_8721,343,1768,49
blue_ceiling,DSC_8722,422,1784,50
blue_ceiling,DSC_8723,582,1750,50
blue_ceiling,DSC_8724,757,1706,49
blue_ceiling,DSC_8725,1061,1734,49
blue_ceiling,DSC_8726,1339,1781,48
blue_ceiling,DSC_8727,1581,1814,48
blue_ceiling,DSC_8728,1715,1826,47
blue_ceiling,DSC_8729,1827,1837,47
blue_ceiling,DSC_8730,2048,1859,47
blue_ceiling,DSC_8731,2272,1877,47
blue_ceiling,DSC_8732,2544,1886,46
dining_area,DSC_8196,354,1078,67
dining_area,DSC_8197,348,1078,68
dining_area,DSC_8198,309,1070,67
dining_area,DSC_8199,270,1066,67
dining_area,DSC_8200,203,1026,66
dining_area,DSC_8224,3856,988,66
dining_area,DSC_8225,410,765,47
dining_area,DSC_8226,521,772,46
dining_area,DSC_8227,636,777,47
dining_area,DSC_8228,755,783,47
dining_area,DSC_8229,874,785,46
dining_area,DSC_8230,989,787,46
dining_area,DSC_8231,1098,788,46
dining_area,DSC_8232,1203,790,46
dining_area,DSC_8233,1307,793,46
dining_area,DSC_8234,1410,797,45
dining_area,DSC_8235,1506,802,45
dining_area,DSC_8236,1592,808,44
dining_area,DSC_8237,1670,814,44
dining_area,DSC_8238,1745,821,44
downtown_smith,DSC_0205,3679,202,58
downtown_smith,DSC_0206,3738,554,57
downtown_smith,DSC_0207,3762,708,56
downtown_smith,DSC_0208,3777,815,56
downtown_smith,DSC_0209,3794,921,55
downtown_smith,DSC_0210,3798,1030,55
downtown_smith,DSC_0211,3787,1126,54
downtown_smith,DSC_0212,3757,1229,54
downtown_smith,DSC_0213,3657,1494,52
downtown_smith,DSC_0214,3618,1630,51
downtown_smith,DSC_0215,3586,1772,51
downtown_smith,DSC_0216,3575,1910,50
downtown_smith,DSC_0217,3573,2011,49
downtown_smith,DSC_0218,3585,2046,50
downtown_smith,DSC_0219,3603,2050,50
downtown_smith,DSC_0220,3614,2001,49
downtown_smith,DSC_0221,3661,1768,50
downtown_smith,DSC_0222,3671,1607,51
downtown_smith,DSC_0223,3662,1447,52
downtown_smith,DSC_0224,3643,1310,52
edu_area,DSC_8298,1003,1550,119
edu_area,DSC_8299,953,1495,115
edu_area,DSC_8300,902,1429,112
edu_area,DSC_8301,915,1369,110
edu_area,DSC_8302,1036,1319,108
edu_area,DSC_8303,1199,1270,105
edu_area,DSC_8313,1670,1192,64
edu_area,DSC_8314,1739,1217,62
edu_area,DSC_8315,1757,1271,61
edu_area,DSC_8316,1876,1307,60
edu_area,DSC_8317,2200,1445,61
edu_area,DSC_8318,2378,1498,61
edu_area,DSC_8319,2687,1489,61
edu_area,DSC_8320,2906,1580,62
edu_area,DSC_8321,3045,1838,60
edu_area,DSC_8322,2805,2666,191
edu_area,DSC_8324,2774,2456,186
edu_area,DSC_8348,2555,1415,56
edu_area,DSC_8349,2477,1409,54
edu_area,DSC_8350,2439,1426,55
foodcourt_mcnz,DSC_1401,4079,2399,213
foodcourt_mcnz,DSC_1402,4032,2076,187
foodcourt_mcnz,DSC_1403,4109,1856,164
foodcourt_mcnz,DSC_1404,4152,1717,156
foodcourt_mcnz,DSC_1405,4082,1569,131
foodcourt_mcnz,DSC_1406,4003,1507,123
foodcourt_mcnz,DSC_1407,3840,1385,114
foodcourt_mcnz,DSC_1408,3774,1344,112
foodcourt_mcnz,DSC_1409,3732,1332,107
foodcourt_mcnz,DSC_1410,3610,1232,96
foodcourt_mcnz,DSC_1411,3551,1172,94
foodcourt_mcnz,DSC_1412,3517,1133,91
foodcourt_mcnz,DSC_1413,3500,1109,88
foodcourt_mcnz,DSC_1414,3488,1116,86
foodcourt_mcnz,DSC_1415,3477,1142,84
foodcourt_mcnz,DSC_1416,3437,1079,78
foodcourt_mcnz,DSC_1417,3399,1052,76
foodcourt_mcnz,DSC_1418,3366,1046,74
foodcourt_mcnz,DSC_1419,3377,1052,71
hallway,DSC_7027,1803,1187,165
hallway,DSC_7028,1857,1329,154
hallway,DSC_7029,1907,1389,145
hallway,DSC_7035,2438,1473,96
hallway,DSC_7036,2479,1518,92
hallway,DSC_7037,2507,1556,89
hallway,DSC_7038,2528,1587,85
hallway,DSC_7039,2548,1613,81
hallway,DSC_7040,2573,1669,79
hallway,DSC_7041,2672,2006,71
hallway,DSC_7042,2685,2086,71
hallway,DSC_7043,2774,2373,78
hallway,DSC_7044,2799,2269,78
hallway,DSC_7045,2544,1260,91
hallway,DSC_7046,2516,1136,96
hallway,DSC_7051,1836,1467,188
hallway,DSC_7052,1921,1393,177
hallway,DSC_7055,2963,1213,83
hallway,DSC_7056,2906,1203,79
hallway,DSC_7057,2524,1375,79
Harbour1,DSC_1649,1907,2712,102
Harbour1,DSC_1651,2099,2612,101
Harbour1,DSC_1652,2184,2610,101
Harbour1,DSC_1653,2460,2662,100
Harbour1,DSC_1669,680,1376,140
Harbour1,DSC_1670,1049,1484,140
Harbour1,DSC_1671,1328,1532,137
Harbour1,DSC_1672,0,0,0
Harbour1,DSC_1673,2049,1270,132
Harbour1,DSC_1674,2812,1901,130
Harbour1,DSC_1677,3764,1685,125
Harbour1,DSC_1678,4101,1488,124
Harbour1,DSC_1685,430,1806,133
Harbour2,DSC_1779,2295,76,78
Harbour2,DSC_1780,2437,102,79
Harbour2,DSC_1781,2613,125,80
Harbour2,DSC_1782,2737,138,79
Harbour2,DSC_1783,2860,147,80
Harbour2,DSC_1784,2981,148,79
Harbour2,DSC_1785,3109,146,80
Harbour2,DSC_1786,3346,146,80
Harbour2,DSC_1787,3565,154,80
Harbour2,DSC_1788,4079,145,81
Harbour2,DSC_1805,1152,88,77
Harbour2,DSC_1806,771,168,78
Harbour2,DSC_1807,375,239,78
Harbour2,DSC_1808,199,268,77
Harbour2,DSC_1809,59,248,77
Harbour2,DSC_1816,196,486,75
Harbour2,DSC_1817,601,442,75
Harbour2,DSC_1818,741,427,73
Harbour2,DSC_1819,873,421,73
Harbour2,DSC_1820,1116,420,74
Harbour3,DSC_1995,64,2204,95
Harbour3,DSC_1997,261,2119,98
Harbour3,DSC_1998,432,2089,97
Harbour3,DSC_1999,628,2069,98
Harbour3,DSC_2000,827,2029,96
Harbour3,DSC_2001,1025,2024,97
Harbour3,DSC_2002,1393,2018,99
Harbour3,DSC_2003,1518,1987,97
Harbour3,DSC_2004,1652,1961,97
Harbour3,DSC_2005,1799,1965,97
Harbour3,DSC_2006,2221,2013,98
Harbour3,DSC_2007,2389,2040,97
Harbour3,DSC_2008,2540,2052,95
Harbour3,DSC_2009,2668,2051,95
Harbour3,DSC_2010,2850,2031,94
Harbour3,DSC_2011,2985,2023,96
Harbour3,DSC_2012,3100,2005,96
Harbour3,DSC_2013,3219,1977,91
Harbour3,DSC_2014,3356,1950,90
Harbour3,DSC_2015,3526,1940,90
Harbour4,DSC_2168,744,377,111
Harbour4,DSC_2169,948,409,113
Harbour4,DSC_2171,1739,438,118
Harbour4,DSC_2172,1906,465,115
Harbour4,DSC_2176,2518,569,111
Harbour4,DSC_2178,2812,599,110
Harbour4,DSC_2179,2963,613,109
Harbour4,DSC_2183,3575,557,107
image_theater,DSC_9703,171,2072,63
image_theater,DSC_9704,458,2112,61
image_theater,DSC_9705,586,2115,58
image_theater,DSC_9706,701,2103,61
image_theater,DSC_9707,1023,2066,59
image_theater,DSC_9708,1184,2057,59
image_theater,DSC_9709,1481,2091,60
image_theater,DSC_9710,1545,2109,60
image_theater,DSC_9711,1662,2067,59
image_theater,DSC_9712,1797,2048,62
image_theater,DSC_9713,1938,2056,64
image_theater,DSC_9714,2045,2200,62
image_theater,DSC_9715,1463,2525,66
image_theater,DSC_9716,1038,2436,68
image_theater,DSC_9723,144,1374,61
image_theater,DSC_9724,231,1364,60
image_theater,DSC_9725,315,1351,60
image_theater,DSC_9726,407,1337,60
image_theater,DSC_9727,502,1323,60
playground,DSC_9144,4022,994,28
playground,DSC_9145,3983,954,28
playground,DSC_9146,3938,999,28
playground,DSC_9147,3874,1096,28
playground,DSC_9148,3725,1248,27
playground,DSC_9149,3656,1228,27
playground,DSC_9150,3583,1156,28
playground,DSC_9151,3469,1063,27
playground,DSC_9152,3298,976,28
playground,DSC_9153,3070,883,28
playground,DSC_9154,2867,816,28
playground,DSC_9155,2612,731,29
playground,DSC_9156,2389,655,29
playground,DSC_9157,2200,594,29
playground,DSC_9158,2130,556,29
playground,DSC_9159,2090,540,30
playground,DSC_9160,2090,501,30
playground,DSC_9161,2388,457,29
playground,DSC_9162,2516,556,29
rugs,DSC_0001,4011,1481,57
rugs,DSC_0002,3978,1395,57
rugs,DSC_0003,3940,1085,56
rugs,DSC_0004,3942,1007,55
rugs,DSC_0005,3957,817,56
rugs,DSC_0006,3964,775,56
rugs,DSC_0007,4012,654,56
rugs,DSC_0008,4013,614,56
rugs,DSC_0009,3958,502,55
rugs,DSC_0010,3929,454,54
rugs,DSC_0011,3862,356,52
rugs,DSC_0012,3787,246,63
rugs,DSC_0015,3807,239,54
rugs,DSC_0016,4046,907,57
rugs,DSC_0017,4087,1028,59
rugs,DSC_0018,4192,1707,62
rugs,DSC_0019,4087,2251,64
rugs,DSC_0024,103,1708,62
rugs,DSC_0025,172,1658,61
rugs,DSC_0026,295,1492,58
seat_rows,DSC_0104,2042,1949,145
seat_rows,DSC_0105,1755,1615,118
seat_rows,DSC_0106,1721,1503,111
seat_rows,DSC_0107,1671,1361,102
seat_rows,DSC_0108,1619,1287,97
seat_rows,DSC_0109,1576,1206,93
seat_rows,DSC_0112,1496,950,73
seat_rows,DSC_0113,1492,922,71
seat_rows,DSC_0114,1481,898,68
seat_rows,DSC_0115,1468,881,66
seat_rows,DSC_0116,1467,927,67
seat_rows,DSC_0117,1500,925,64
seat_rows,DSC_0118,1380,928,65
seat_rows,DSC_0119,1495,909,69
seat_rows,DSC_0120,1492,813,73
seat_rows,DSC_0121,1340,701,71
SFU_art,DSC_9521,471,2192,63
SFU_art,DSC_9522,481,2000,63
SFU_art,DSC_9523,491,1899,63
SFU_art,DSC_9524,561,1986,63
SFU_art,DSC_9525,680,1905,63
SFU_art,DSC_9526,826,1833,63
SFU_art,DSC_9527,944,1875,63
SFU_art,DSC_9528,992,2075,63
SFU_art,DSC_9529,1017,2312,63
SFU_art,DSC_9530,1125,2436,65
SFU_art,DSC_9531,1264,2558,65
SFU_art,DSC_9532,1393,2740,65
SFU_art,DSC_9535,1906,2452,65
SFU_art,DSC_9536,1821,2271,63
SFU_art,DSC_9537,782,2528,64
SFU_art,DSC_9538,479,2297,67
SFU_art,DSC_9539,555,2553,68
SFU_art,DSC_9543,3281,2756,64
SFU_art,DSC_9544,3330,2679,63
SFU_art,DSC_9550,460,1189,69
study_area,DSC_7991,3518,1811,46
study_area,DSC_7992,3538,1832,45
study_area,DSC_7993,3551,1855,44
study_area,DSC_7994,3568,2008,43
study_area,DSC_8018,3532,1365,50
study_area,DSC_8019,3589,1441,47
study_area,DSC_8020,3627,1504,44
study_area,DSC_8021,3629,1632,43
study_area,DSC_8022,3625,1782,44
study_area,DSC_8023,2721,1991,47
study_area,DSC_8024,3525,2257,47
study_area,DSC_8049,845,2025,38
study_area,DSC_8050,849,2063,39
study_area,DSC_8051,808,2146,39
study_area,DSC_8054,511,1945,32
study_area,DSC_8055,514,1944,32
study_area,DSC_8056,555,1916,31
study_area,DSC_8057,582,1891,34
study_area,DSC_8058,608,1897,32
study_area,DSC_8059,626,1906,32
stump,DSC_9073,379,2035,94
stump,DSC_9074,503,2014,93
stump,DSC_9075,631,2010,93
stump,DSC_9076,753,1994,92
stump,DSC_9077,866,1963,90
stump,DSC_9078,1201,1855,90
stump,DSC_9079,1322,1837,90
stump,DSC_9080,1463,1824,90
stump,DSC_9081,1622,1813,90
stump,DSC_9082,2115,1795,89
stump,DSC_9083,2349,1789,89
stump,DSC_9084,2570,1783,89
stump,DSC_9085,2754,1774,88
stump,DSC_9086,2884,1767,88
stump,DSC_9087,2963,1770,87
stump,DSC_9088,2970,1822,87
stump,DSC_9089,2982,1831,88
stump,DSC_9090,1697,1743,90
stump,DSC_9091,1495,1759,90
stump,DSC_9092,1276,1782,89
subway1,DSC_1135,4098,585,151
subway1,DSC_1136,3956,614,147
subway1,DSC_1137,3822,627,145
subway1,DSC_1138,3501,652,137
subway1,DSC_1139,3381,657,134
subway1,DSC_1140,3248,665,130
subway1,DSC_1141,3095,682,126
subway1,DSC_1142,2933,712,123
subway1,DSC_1143,2766,732,120
subway1,DSC_1144,2575,730,116
subway1,DSC_1148,1767,689,104
subway1,DSC_1151,1330,678,97
subway2,DSC_1207,832,2691,113
subway2,DSC_1208,728,2513,113
subway2,DSC_1209,782,2417,114
subway2,DSC_1210,798,2200,117
subway2,DSC_1211,773,1973,120
subway2,DSC_1212,732,1721,123
subway2,DSC_1213,687,1492,124
subway2,DSC_1214,640,1299,125
subway2,DSC_1215,592,1125,126
subway2,DSC_1216,565,977,124
subway2,DSC_1217,565,857,122
subway2,DSC_1218,576,763,120
subway2,DSC_1219,594,698,118
subway2,DSC_1220,625,652,115
subway2,DSC_1221,659,614,114
subway2,DSC_1222,680,573,111
subway2,DSC_1223,697,524,109
subway2,DSC_1224,736,362,107
subway2,DSC_1225,706,95,105
subway2,DSC_1229,566,136,115
theater,DSC_8414,1748,1467,80
theater,DSC_8415,1650,1457,78
theater,DSC_8416,1567,1446,75
theater,DSC_8417,1497,1438,72
theater,DSC_8418,1438,1436,71
theater,DSC_8419,1388,1440,69
theater,DSC_8420,1344,1452,69
theater,DSC_8421,1185,1517,66
theater,DSC_8422,1118,1568,64
theater,DSC_8423,1045,1637,62
theater,DSC_8424,959,1671,59
theater,DSC_8425,834,1806,56
theater,DSC_8426,787,1950,53
theater,DSC_8427,735,2089,52
theater,DSC_8437,1440,904,78
theater,DSC_8438,1323,901,73
theater,DSC_8440,1140,959,69
theater,DSC_8441,1077,995,67
theater,DSC_8442,1022,1062,67
tree_tunel,DSC_9414,302,1889,124
tree_tunel,DSC_9415,640,1835,109
tree_tunel,DSC_9416,873,1826,101
tree_tunel,DSC_9417,1062,1834,92
tree_tunel,DSC_9418,1204,1880,85
tree_tunel,DSC_9419,1372,1940,77
tree_tunel,DSC_9420,1495,1966,71
tree_tunel,DSC_9421,1661,1936,63
tree_tunel,DSC_9422,1774,1901,57
tree_tunel,DSC_9423,1819,1858,53
tree_tunel,DSC_9424,1844,1815,52
tree_tunel,DSC_9425,1910,1773,49
tree_tunel,DSC_9426,2033,1723,46
tree_tunel,DSC_9427,2184,1717,44
tree_tunel,DSC_9428,2291,1701,40
tree_tunel,DSC_9429,2318,1672,37
tree_tunel,DSC_9430,2284,1646,36
tree_tunel,DSC_9431,2323,1645,36
tree_tunel,DSC_9432,2356,1660,37
tree_tunel,DSC_9433,2412,1683,40
uncle_fatih1,DSC_0937,4204,1790,86
uncle_fatih1,DSC_0938,4007,1832,87
uncle_fatih1,DSC_0939,3821,1873,88
uncle_fatih1,DSC_0940,3648,1903,88
uncle_fatih1,DSC_0941,3481,1917,88
uncle_fatih1,DSC_0942,3326,1925,88
uncle_fatih1,DSC_0943,2942,1938,89
uncle_fatih1,DSC_0944,2782,1941,89
uncle_fatih1,DSC_0945,2615,1949,90
uncle_fatih1,DSC_0946,2195,1953,93
uncle_fatih1,DSC_0947,1983,1955,93
uncle_fatih1,DSC_0948,1783,1955,94
uncle_fatih1,DSC_0949,1592,1950,96
uncle_fatih1,DSC_0950,1413,1936,97
uncle_fatih1,DSC_0951,1249,1929,98
uncle_fatih1,DSC_0952,1102,1920,100
uncle_fatih1,DSC_0953,931,1912,103
uncle_fatih1,DSC_0954,723,1914,106
uncle_fatih1,DSC_0955,401,1925,109
uncle_fatih1,DSC_0965,4051,1296,81
uncle_fatih2,DSC_1024,210,488,115
uncle_fatih2,DSC_1026,908,480,109
uncle_fatih2,DSC_1027,1136,512,106
uncle_fatih2,DSC_1029,1570,561,102
uncle_fatih2,DSC_1031,1932,602,100
uncle_fatih2,DSC_1033,2281,658,96
uncle_fatih2,DSC_1034,2450,666,94
uncle_fatih2,DSC_1036,2753,680,92
uncle_fatih2,DSC_1037,2880,685,91
uncle_fatih2,DSC_1039,3250,652,90
uncle_fatih2,DSC_1040,3392,640,90
uncle_fatih2,DSC_1042,4034,548,84
under_tree2,DSC_7822,358,1766,45
under_tree2,DSC_7823,487,1719,44
under_tree2,DSC_7824,626,1668,44
under_tree2,DSC_7825,758,1615,43
under_tree2,DSC_7826,872,1562,43
under_tree2,DSC_7827,961,1505,43
under_tree2,DSC_7828,1030,1443,43
under_tree2,DSC_7829,1090,1384,42
under_tree2,DSC_7830,1146,1333,42
under_tree2,DSC_7831,1191,1289,42
under_tree2,DSC_7832,1219,1253,42
under_tree2,DSC_7833,1228,1230,42
under_tree2,DSC_7834,1217,1217,41
under_tree2,DSC_7835,439,1441,45
under_tree2,DSC_7836,477,1444,44
under_tree2,DSC_7837,528,1448,43
under_tree2,DSC_7838,573,1447,43
under_tree2,DSC_7839,606,1446,43
under_tree2,DSC_7840,631,1450,43
under_tree2,DSC_7841,951,1264,44
wall_art,DSC_8867,75,403,44
wall_art,DSC_8869,327,356,44
wall_art,DSC_8870,415,346,43
wall_art,DSC_8871,610,351,43
wall_art,DSC_8872,689,357,43
wall_art,DSC_8873,887,320,42
wall_art,DSC_8874,961,300,44
wall_art,DSC_8875,1118,257,43
wall_art,DSC_8876,1208,252,43
wall_art,DSC_8878,1435,259,43
wall_art,DSC_8879,1549,286,44
wall_art,DSC_8880,1636,314,43
wall_art,DSC_8881,2009,302,43
wall_art,DSC_8882,2186,306,44
wall_art,DSC_8883,2633,309,46
wall_art,DSC_8884,3213,259,48
wall_art,DSC_8885,3663,236,44
wall_art,DSC_8886,4001,269,44
wall_hallway,DSC_6883,517,2622,68
wall_hallway,DSC_6884,482,2651,65
wall_hallway,DSC_6885,455,2673,63
wall_hallway,DSC_6886,390,2687,60
wall_hallway,DSC_6887,371,2692,59
wall_hallway,DSC_6888,354,2693,58
wall_hallway,DSC_6889,341,2677,56
wall_hallway,DSC_6890,329,2655,55
wall_hallway,DSC_6891,312,2638,54
wall_hallway,DSC_6892,293,2639,53
wall_hallway,DSC_6893,263,2660,50
wall_hallway,DSC_6894,250,2672,49
wall_hallway,DSC_6895,236,2689,48
wall_hallway,DSC_6896,188,2736,46
wall_hallway,DSC_6902,124,2735,47
wall_hallway,DSC_6903,126,2731,47
wall_hallway,DSC_6904,122,2728,48
wall_hallway,DSC_6905,134,2717,48
wall_hallway,DSC_6906,298,2597,49
wall_hallway,DSC_6907,298,2472,49
wall_lab,DSC_6635,1603,2577,143
wall_lab,DSC_6636,1467,2387,143
wall_lab,DSC_6637,1333,2204,143
wall_lab,DSC_6638,1214,2024,143
wall_lab,DSC_6639,1124,1846,144
wall_lab,DSC_6640,1068,1675,144
wall_lab,DSC_6641,1044,1523,146
wall_lab,DSC_6642,1043,1387,147
wall_lab,DSC_6643,1044,1268,147
wall_lab,DSC_6644,1026,1185,148
wall_lab,DSC_6645,990,1127,147
wall_lab,DSC_6646,937,1085,146
wall_lab,DSC_6647,862,1045,145
wall_lab,DSC_6648,769,993,143
wall_lab,DSC_6649,677,923,142
wall_lab,DSC_6650,557,741,139
wall_lab,DSC_6651,1015,526,134
wall_lab,DSC_6652,1092,595,134
wall_lab,DSC_6653,1108,635,136
wall_lab,DSC_6654,1113,600,134
